Alabama,, Average Temperature,
201603,Illinois,47.3,5.8
201604,Illinois,53,0
201605,Illinois,62,-2.4
201606,Illinois,74.8,1.8
201607,Illinois,75.6,-0.5
201608,Illinois,75.7,2
201609,Illinois,70.8,2.7
201610,Illinois,59.9,4.4
201611,Illinois,48.1,6.8
201612,Illinois,28.9,-3.8
201701,Illinois,32.1,5.7
201702,Illinois,41.1,11.5
201703,Illinois,43.2,1.7
201704,Illinois,56.5,3.5
201705,Illinois,61.9,-2.5
201706,Illinois,72.7,-0.3
201707,Illinois,76.1,0
201708,Illinois,70.5,-3.2
201709,Illinois,68.8,0.7
201710,Illinois,58.1,2.6
201711,Illinois,41.9,0.6
201712,Illinois,29.8,-2.9
201801,Illinois,24.1,-2.3
201802,Illinois,31.8,2.2
201803,Illinois,39.2,-2.3
201804,Illinois,44.8,-8.2
201805,Illinois,70.7,6.3
201806,Illinois,74.9,1.9
201807,Illinois,75,-1.1
201808,Illinois,74.7,1
201809,Illinois,70.3,2.2
201810,Illinois,54.2,-1.3
201811,Illinois,35.6,-5.7
201812,Illinois,34.4,1.7
201901,Illinois,25.4,-1
201902,Illinois,29.3,-0.3
201903,Illinois,37.3,-4.2
201904,Illinois,52.5,-0.5
201905,Illinois,62.5,-1.9
201906,Illinois,70.9,-2.1
201907,Illinois,77.4,1.3
201908,Illinois,72.8,-0.9
201909,Illinois,71.6,3.5
201910,Illinois,53.7,-1.8
201911,Illinois,36.2,-5.1
201912,Illinois,35.6,2.9
202001,Illinois,31.9,5.5
200001,Indiana,26.6,-0.8
200002,Indiana,36.7,6.1
200003,Indiana,45.4,4.2
200004,Indiana,50.4,-2.2
200005,Indiana,64.2,0.2
200006,Indiana,70.4,-1.6
200007,Indiana,71.8,-3.1
200008,Indiana,72,-0.7
200009,Indiana,64.4,-2.9
200010,Indiana,57.2,1.9
200011,Indiana,40.3,-1.1
200012,Indiana,19.2,-14.5
200101,Indiana,26.9,-0.5
200102,Indiana,33.5,2.9
200103,Indiana,37.2,-4
200104,Indiana,56.5,3.9
200105,Indiana,64,0
200106,Indiana,69.1,-2.9
200107,Indiana,73.7,-1.2
200108,Indiana,73.8,1.1
200109,Indiana,63.6,-3.7
200110,Indiana,53.7,-1.6
200111,Indiana,49,7.6
200112,Indiana,36.9,3.2
200201,Indiana,34.1,6.7
200202,Indiana,35.2,4.6
200203,Indiana,38.3,-2.9
200204,Indiana,53.5,0.9
200205,Indiana,58.4,-5.6
200206,Indiana,72.9,0.9
200207,Indiana,77,2.1
200208,Indiana,74.8,2.1
200209,Indiana,69.2,1.9
200210,Indiana,52.4,-2.9
200211,Indiana,39.9,-1.5
200212,Indiana,31.7,-2
200301,Indiana,21.6,-5.8
200302,Indiana,25.7,-4.9
200303,Indiana,42.1,0.9
200304,Indiana,53.2,0.6
200305,Indiana,60.5,-3.5
200306,Indiana,67.1,-4.9
200307,Indiana,73,-1.9
200308,Indiana,73.8,1.1
200309,Indiana,63.4,-3.9
200310,Indiana,52.9,-2.4
200311,Indiana,46,4.6
200312,Indiana,33.5,-0.2
200401,Indiana,24.5,-2.9
200402,Indiana,29.9,-0.7
200403,Indiana,44.3,3.1
200404,Indiana,53.3,0.7
200405,Indiana,65.9,1.9
200406,Indiana,69.5,-2.5
200407,Indiana,72,-2.9
200408,Indiana,68.6,-4.1
200409,Indiana,67.1,-0.2
200410,Indiana,54.8,-0.5
200411,Indiana,45.9,4.5
200412,Indiana,30.8,-2.9
200501,Indiana,29.9,2.5
200502,Indiana,34.8,4.2
200503,Indiana,37.3,-3.9
200504,Indiana,54,1.4
200505,Indiana,59.2,-4.8
200506,Indiana,73.4,1.4
200507,Indiana,75,0.1
200508,Indiana,74.9,2.2
200509,Indiana,69.2,1.9
200510,Indiana,55.2,-0.1
200511,Indiana,44.6,3.2
200512,Indiana,26.7,-7
200601,Indiana,39.1,11.7
200602,Indiana,31.7,1.1
200603,Indiana,40.7,-0.5
200604,Indiana,55.7,3.1
200605,Indiana,60.1,-3.9
200606,Indiana,69.8,-2.2
200607,Indiana,75.4,0.5
200608,Indiana,73.6,0.9
200609,Indiana,62.5,-4.8
200610,Indiana,51.1,-4.2
200611,Indiana,44.1,2.7
200612,Indiana,37.3,3.6
200701,Indiana,32.2,4.8
200702,Indiana,20.2,-10.4
200703,Indiana,47,5.8
200704,Indiana,49.4,-3.2
200705,Indiana,66.2,2.2
200706,Indiana,72.1,0.1
200707,Indiana,71.9,-3
200708,Indiana,76.8,4.1
200709,Indiana,69,1.7
200710,Indiana,60.2,4.9
200711,Indiana,41.9,0.5
200712,Indiana,32.5,-1.2
200801,Indiana,27.7,0.3
200802,Indiana,28.2,-2.4
200803,Indiana,38.6,-2.6
200804,Indiana,52.3,-0.3
200805,Indiana,58.1,-5.9
200806,Indiana,72.2,0.2
200807,Indiana,73.3,-1.6
200808,Indiana,71.2,-1.5
200809,Indiana,67.6,0.3
200810,Indiana,53.7,-1.6
200811,Indiana,40.5,-0.9
200812,Indiana,29.1,-4.6
200901,Indiana,21.3,-6.1
200902,Indiana,32.2,1.6
200903,Indiana,44.2,3
200904,Indiana,51.5,-1.1
200905,Indiana,62,-2
200906,Indiana,71.6,-0.4
200907,Indiana,69.2,-5.7
200908,Indiana,70.7,-2
200909,Indiana,65.5,-1.8
200910,Indiana,50.5,-4.8
200911,Indiana,46.3,4.9
200912,Indiana,30.4,-3.3
201001,Indiana,23.9,-3.5
201002,Indiana,25.7,-4.9
201003,Indiana,43.6,2.4
201004,Indiana,57.3,4.7
201005,Indiana,64.3,0.3
201006,Indiana,74.1,2.1
201007,Indiana,76.4,1.5
201008,Indiana,75.6,2.9
201009,Indiana,67.2,-0.1
201010,Indiana,56,0.7
201011,Indiana,42.8,1.4
201012,Indiana,24.3,-9.4
201101,Indiana,23.7,-3.7
201102,Indiana,31.2,0.6
201103,Indiana,41.7,0.5
201104,Indiana,53,0.4
201105,Indiana,62.1,-1.9
201106,Indiana,72.2,0.2
201107,Indiana,78.8,3.9
201108,Indiana,73.1,0.4
201109,Indiana,63.6,-3.7
201110,Indiana,53.9,-1.4
201111,Indiana,46.9,5.5
201112,Indiana,36.6,2.9
201201,Indiana,32.4,5
201202,Indiana,35.4,4.8
201203,Indiana,55,13.8
201204,Indiana,52.9,0.3
201205,Indiana,67.7,3.7
201206,Indiana,71.6,-0.4
201207,Indiana,80.2,5.3
201208,Indiana,71.9,-0.8
201209,Indiana,64.2,-3.1
201210,Indiana,52.1,-3.2
201211,Indiana,40,-1.4
201212,Indiana,38.2,4.5
201301,Indiana,29.9,2.5
201302,Indiana,30.2,-0.4
201303,Indiana,34.8,-6.4
201304,Indiana,50.8,-1.8
201305,Indiana,64.4,0.4
201306,Indiana,70.8,-1.2
201307,Indiana,72.3,-2.6
201308,Indiana,71.5,-1.2
201309,Indiana,66.9,-0.4
201310,Indiana,54.3,-1
201311,Indiana,39.2,-2.2
201312,Indiana,29.4,-4.3
201401,Indiana,19.4,-8
201402,Indiana,22,-8.6
201403,Indiana,34.1,-7.1
201404,Indiana,52.4,-0.2
201405,Indiana,62.9,-1.1
201406,Indiana,72.6,0.6
201407,Indiana,69.1,-5.8
201408,Indiana,72.4,-0.3
201409,Indiana,64,-3.3
201410,Indiana,53.8,-1.5
201411,Indiana,35.6,-5.8
201412,Indiana,34.6,0.9
201501,Indiana,25.3,-2.1
201502,Indiana,19.3,-11.3
201503,Indiana,37.2,-4
201504,Indiana,52.9,0.3
201505,Indiana,65,1
201506,Indiana,71,-1
201507,Indiana,72.9,-2
201508,Indiana,70.6,-2.1
201509,Indiana,68.8,1.5
201510,Indiana,55.6,0.3
201511,Indiana,46.6,5.2
201512,Indiana,42.5,8.8
201601,Indiana,27.5,0.1
201602,Indiana,33.9,3.3
201603,Indiana,47.3,6.1
201604,Indiana,52,-0.6
201605,Indiana,60.6,-3.4
201606,Indiana,72.9,0.9
201607,Indiana,74.6,-0.3
201608,Indiana,75.7,3
201609,Indiana,69.9,2.6
201610,Indiana,59.5,4.2
201611,Indiana,47,5.6
201612,Indiana,29.8,-3.9
201701,Indiana,33.8,6.4
201702,Indiana,41.3,10.7
201703,Indiana,42.6,1.4
201704,Indiana,57,4.4
201705,Indiana,60.9,-3.1
201706,Indiana,71.1,-0.9
201707,Indiana,74.2,-0.7
201708,Indiana,70,-2.7
201709,Indiana,67.2,-0.1
201710,Indiana,57.6,2.3
201711,Indiana,42.4,1
201712,Indiana,29.6,-4.1
201801,Indiana,24.5,-2.9
201802,Indiana,35.1,4.5
201803,Indiana,38.2,-3
201804,Indiana,45.1,-7.5
201805,Indiana,69.7,5.7
201806,Indiana,73.4,1.4
201807,Indiana,74.1,-0.8
201808,Indiana,74,1.3
201809,Indiana,69.9,2.6
201810,Indiana,54.9,-0.4
201811,Indiana,36.8,-4.6
201812,Indiana,35.4,1.7
201901,Indiana,27,-0.4
201902,Indiana,32.3,1.7
201903,Indiana,37.2,-4
201904,Indiana,52.2,-0.4
201905,Indiana,62.6,-1.4
201906,Indiana,69.9,-2.1
201907,Indiana,76.3,1.4
201908,Indiana,72.3,-0.4
201909,Indiana,70.8,3.5
201910,Indiana,55.5,0.2
201911,Indiana,36.5,-4.9
201912,Indiana,36.2,2.5
202001,Indiana,34.3,6.9
200001,Iowa,21.6,2
200002,Iowa,32.5,10.5
200003,Iowa,43.1,6.4
200004,Iowa,49.4,0.7
200005,Iowa,62.8,2.3
200006,Iowa,67.7,-3
200007,Iowa,72.2,-1.9
200008,Iowa,72.7,1.6
200009,Iowa,64.6,-0.5
200010,Iowa,54.8,3.3
200011,Iowa,32.2,-4.4
200012,Iowa,10,-15.9
200101,Iowa,20.8,1.2
200102,Iowa,18.1,-3.9
200103,Iowa,30.2,-6.5
200104,Iowa,52.7,4
200105,Iowa,60.9,0.4
200106,Iowa,68.3,-2.4
200107,Iowa,75.1,1
200108,Iowa,72.5,1.4
200109,Iowa,61.2,-3.9
200110,Iowa,50.2,-1.3
200111,Iowa,48,11.4
200112,Iowa,30.7,4.8
200201,Iowa,28.6,9
200202,Iowa,29.8,7.8
200203,Iowa,31,-5.7
200204,Iowa,48.9,0.2
200205,Iowa,56.8,-3.7
200206,Iowa,72.4,1.7
200207,Iowa,76.5,2.4
200208,Iowa,70.9,-0.2
200209,Iowa,65.3,0.2
200210,Iowa,46.2,-5.3
200211,Iowa,34.7,-1.9
200212,Iowa,28.9,3
200301,Iowa,19.1,-0.5
200302,Iowa,20.4,-1.6
200303,Iowa,35.1,-1.6
200304,Iowa,50.4,1.7
200305,Iowa,57.9,-2.6
200306,Iowa,67.3,-3.4
200307,Iowa,73.1,-1
200308,Iowa,74.1,3
200309,Iowa,61.1,-4
200310,Iowa,52.4,0.9
200311,Iowa,35.9,-0.7
200312,Iowa,28.2,2.3
200401,Iowa,17.7,-1.9
200402,Iowa,22.7,0.7
200403,Iowa,40.8,4.1
200404,Iowa,51.1,2.4
200405,Iowa,60.7,0.2
200406,Iowa,67,-3.7
200407,Iowa,70.5,-3.6
200408,Iowa,66.2,-4.9
200409,Iowa,66.4,1.3
200410,Iowa,51.9,0.4
200411,Iowa,40.6,4
200412,Iowa,26.6,0.7
200501,Iowa,18.9,-0.7
200502,Iowa,31.2,9.2
200503,Iowa,36,-0.7
200504,Iowa,53.4,4.7
200505,Iowa,57.8,-2.7
200506,Iowa,72.6,1.9
200507,Iowa,74.7,0.6
200508,Iowa,71.5,0.4
200509,Iowa,67.6,2.5
200510,Iowa,52.6,1.1
200511,Iowa,39.6,3
200512,Iowa,19.5,-6.4
200601,Iowa,32.4,12.8
200602,Iowa,25.1,3.1
200603,Iowa,36.5,-0.2
200604,Iowa,53.8,5.1
200605,Iowa,60.6,0.1
200606,Iowa,70,-0.7
200607,Iowa,75.9,1.8
200608,Iowa,72.1,1
200609,Iowa,60,-5.1
200610,Iowa,47.9,-3.6
200611,Iowa,39.3,2.7
200612,Iowa,31.1,5.2
200701,Iowa,21.6,2
200702,Iowa,15.5,-6.5
200703,Iowa,41.8,5.1
200704,Iowa,46.7,-2
200705,Iowa,64.7,4.2
200706,Iowa,70.4,-0.3
200707,Iowa,73.7,-0.4
200708,Iowa,74.2,3.1
200709,Iowa,64.7,-0.4
200710,Iowa,55.9,4.4
200711,Iowa,37.2,0.6
200712,Iowa,20.3,-5.6
200801,Iowa,16.6,-3
200802,Iowa,17,-5
200803,Iowa,32.6,-4.1
200804,Iowa,46,-2.7
200805,Iowa,57.4,-3.1
200806,Iowa,69.3,-1.4
200807,Iowa,73.1,-1
200808,Iowa,69.9,-1.2
200809,Iowa,63.5,-1.6
200810,Iowa,50.7,-0.8
200811,Iowa,37.3,0.7
200812,Iowa,17.6,-8.3
200901,Iowa,13.2,-6.4
200902,Iowa,26.7,4.7
200903,Iowa,37.1,0.4
200904,Iowa,47,-1.7
200905,Iowa,59.8,-0.7
200906,Iowa,68.9,-1.8
200907,Iowa,68,-6.1
200908,Iowa,68.3,-2.8
200909,Iowa,63.3,-1.8
200910,Iowa,44.9,-6.6
200911,Iowa,43.4,6.8
200912,Iowa,19.8,-6.1
201001,Iowa,13.6,-6
201002,Iowa,17.3,-4.7
201003,Iowa,38.4,1.7
201004,Iowa,55.2,6.5
201005,Iowa,59.9,-0.6
201006,Iowa,70.8,0.1
201007,Iowa,74.6,0.5
201008,Iowa,74.4,3.3
201009,Iowa,63.1,-2
201010,Iowa,53.9,2.4
201011,Iowa,38,1.4
201012,Iowa,19.1,-6.8
201101,Iowa,14.8,-4.8
201102,Iowa,22.6,0.6
201103,Iowa,35.1,-1.6
201104,Iowa,47.6,-1.1
201105,Iowa,59.1,-1.4
201106,Iowa,69.6,-1.1
201107,Iowa,78,3.9
201108,Iowa,72,0.9
201109,Iowa,60.2,-4.9
201110,Iowa,53.4,1.9
201111,Iowa,39.4,2.8
201112,Iowa,29.1,3.2
201201,Iowa,26.5,6.9
201202,Iowa,29.6,7.6
201203,Iowa,51.6,14.9
201204,Iowa,52.4,3.7
201205,Iowa,65,4.5
201206,Iowa,71.4,0.7
201207,Iowa,79.6,5.5
201208,Iowa,71,-0.1
201209,Iowa,62.1,-3
201210,Iowa,48.8,-2.7
201211,Iowa,39.2,2.6
201212,Iowa,27.7,1.8
201301,Iowa,22,2.4
201302,Iowa,24.2,2.2
201303,Iowa,29,-7.7
201304,Iowa,43.8,-4.9
201305,Iowa,59,-1.5
201306,Iowa,68.9,-1.8
201307,Iowa,72.3,-1.8
201308,Iowa,71.9,0.8
201309,Iowa,67,1.9
201310,Iowa,50.5,-1
201311,Iowa,33.9,-2.7
201312,Iowa,17.4,-8.5
201401,Iowa,14.2,-5.4
201402,Iowa,13.2,-8.8
201403,Iowa,29.7,-7
201404,Iowa,47.5,-1.2
201405,Iowa,60,-0.5
201406,Iowa,70.2,-0.5
201407,Iowa,68.8,-5.3
201408,Iowa,71.2,0.1
201409,Iowa,62,-3.1
201410,Iowa,51.2,-0.3
201411,Iowa,29.3,-7.3
201412,Iowa,28.2,2.3
201501,Iowa,21.6,2
201502,Iowa,14.5,-7.5
201503,Iowa,37.3,0.6
201504,Iowa,51.1,2.4
201505,Iowa,60,-0.5
201506,Iowa,69.4,-1.3
201507,Iowa,72,-2.1
201508,Iowa,68.9,-2.2
201509,Iowa,68.4,3.3
201510,Iowa,53,1.5
201511,Iowa,42,5.4
201512,Iowa,33,7.1
201601,Iowa,19.6,0
201602,Iowa,28.6,6.6
201603,Iowa,42.4,5.7
201604,Iowa,50.1,1.4
201605,Iowa,59.5,-1
201606,Iowa,73,2.3
201607,Iowa,72.8,-1.3
201608,Iowa,72,0.9
201609,Iowa,67.3,2.2
201610,Iowa,55.3,3.8
201611,Iowa,45.1,8.5
201612,Iowa,22.9,-3
201701,Iowa,24.2,4.6
201702,Iowa,34.5,12.5
201703,Iowa,37.5,0.8
201704,Iowa,51.1,2.4
201705,Iowa,58.5,-2
201706,Iowa,71.1,0.4
201707,Iowa,74.7,0.6
201708,Iowa,67.8,-3.3
201709,Iowa,66.7,1.6
201710,Iowa,53.3,1.8
201711,Iowa,36.2,-0.4
201712,Iowa,24.4,-1.5
201801,Iowa,17.8,-1.8
201802,Iowa,20.5,-1.5
201803,Iowa,35.2,-1.5
201804,Iowa,39.3,-9.4
201805,Iowa,67,6.5
201806,Iowa,73.1,2.4
201807,Iowa,73.1,-1
201808,Iowa,71.8,0.7
201809,Iowa,65.9,0.8
201810,Iowa,48.2,-3.3
201811,Iowa,30,-6.6
201812,Iowa,28,2.1
201901,Iowa,18.7,-0.9
201902,Iowa,15.3,-6.7
201903,Iowa,31.1,-5.6
201904,Iowa,49.2,0.5
201905,Iowa,56.6,-3.9
201906,Iowa,69.3,-1.4
201907,Iowa,75.1,1
201908,Iowa,69.6,-1.5
201909,Iowa,68.2,3.1
201910,Iowa,47.1,-4.4
201911,Iowa,32.4,-4.2
201912,Iowa,29.2,3.3
202001,Iowa,23.1,3.5
200001,Kansas,33.3,2
200002,Kansas,41,7.6
200003,Kansas,46.3,0.8
200004,Kansas,53.8,-0.8
200005,Kansas,66.5,2.6
200006,Kansas,72,-3.9
200007,Kansas,79,-0.8
200008,Kansas,83,6.1
200009,Kansas,71.1,0.5
200010,Kansas,59.4,2.6
200011,Kansas,36.8,-6.6
200012,Kansas,24.2,-9.4
200101,Kansas,31,-0.3
200102,Kansas,30.4,-3
200103,Kansas,41.1,-4.4
200104,Kansas,58.3,3.7
200105,Kansas,65.1,1.2
200106,Kansas,72.9,-3
200107,Kansas,83,3.2
200108,Kansas,79,2.1
200109,Kansas,67.9,-2.7
200110,Kansas,56.2,-0.6
200111,Kansas,49.2,5.8
200112,Kansas,36.9,3.3
200201,Kansas,33.8,2.5
200202,Kansas,35.9,2.5
200203,Kansas,39.2,-6.3
200204,Kansas,56.4,1.8
200205,Kansas,62.1,-1.8
200206,Kansas,76.9,1
200207,Kansas,80.7,0.9
200208,Kansas,78.4,1.5
200209,Kansas,70.4,-0.2
200210,Kansas,50.5,-6.3
200211,Kansas,42.4,-1
200212,Kansas,35.5,1.9
200301,Kansas,31.8,0.5
200302,Kansas,31.3,-2.1
200303,Kansas,44.2,-1.3
200304,Kansas,56.1,1.5
200305,Kansas,62.9,-1
200306,Kansas,70.4,-5.5
200307,Kansas,81.8,2
200308,Kansas,80.2,3.3
200309,Kansas,65.1,-5.5
200310,Kansas,58.3,1.5
200311,Kansas,42.2,-1.2
200312,Kansas,35.3,1.7
200401,Kansas,30.4,-0.9
200402,Kansas,31.8,-1.6
200403,Kansas,49.2,3.7
200404,Kansas,54.9,0.3
200405,Kansas,66.9,3
200406,Kansas,71.2,-4.7
200407,Kansas,75.2,-4.6
200408,Kansas,72.7,-4.2
200409,Kansas,70.8,0.2
200410,Kansas,57.8,1
200411,Kansas,44.2,0.8
200412,Kansas,35.7,2.1
200501,Kansas,29.9,-1.4
200502,Kansas,39.2,5.8
200503,Kansas,44.7,-0.8
200504,Kansas,55,0.4
200505,Kansas,64.1,0.2
200506,Kansas,74.7,-1.2
200507,Kansas,78.7,-1.1
200508,Kansas,77.3,0.4
200509,Kansas,72.2,1.6
200510,Kansas,57.7,0.9
200511,Kansas,46.4,3
200512,Kansas,30.8,-2.8
200601,Kansas,41.3,10
200602,Kansas,34.5,1.1
200603,Kansas,45.6,0.1
200604,Kansas,59.6,5
200605,Kansas,65.8,1.9
200606,Kansas,75.8,-0.1
200607,Kansas,81.1,1.3
200608,Kansas,78.8,1.9
200609,Kansas,64.4,-6.2
200610,Kansas,55.1,-1.7
200611,Kansas,44.6,1.2
200612,Kansas,35.9,2.3
200701,Kansas,27,-4.3
200702,Kansas,30,-3.4
200703,Kansas,52.3,6.8
200704,Kansas,50.9,-3.7
200705,Kansas,65.9,2
200706,Kansas,72.3,-3.6
200707,Kansas,78,-1.8
200708,Kansas,81.5,4.6
200709,Kansas,70.5,-0.1
200710,Kansas,59.1,2.3
200711,Kansas,44.1,0.7
200712,Kansas,29.3,-4.3
200801,Kansas,30,-1.3
200802,Kansas,32.3,-1.1
200803,Kansas,43.2,-2.3
200804,Kansas,50.5,-4.1
200805,Kansas,63,-0.9
200806,Kansas,73.8,-2.1
200807,Kansas,78.6,-1.2
200808,Kansas,75.2,-1.7
200809,Kansas,66.4,-4.2
200810,Kansas,55.4,-1.4
200811,Kansas,44.6,1.2
200812,Kansas,29.9,-3.7
200901,Kansas,31.4,0.1
200902,Kansas,39.7,6.3
200903,Kansas,44.4,-1.1
200904,Kansas,52.1,-2.5
200905,Kansas,63,-0.9
200906,Kansas,74.4,-1.5
200907,Kansas,75.6,-4.2
200908,Kansas,74.4,-2.5
200909,Kansas,65.3,-5.3
200910,Kansas,48.8,-8
200911,Kansas,47.6,4.2
200912,Kansas,26.5,-7.1
201001,Kansas,27.2,-4.1
201002,Kansas,29.9,-3.5
201003,Kansas,44.2,-1.3
201004,Kansas,57.8,3.2
201005,Kansas,62.1,-1.8
201006,Kansas,77,1.1
201007,Kansas,79.6,-0.2
201008,Kansas,79.7,2.8
201009,Kansas,70.8,0.2
201010,Kansas,59.1,2.3
201011,Kansas,43.6,0.2
201012,Kansas,32.3,-1.3
201101,Kansas,27.3,-4
201102,Kansas,30.2,-3.2
201103,Kansas,44.1,-1.4
201104,Kansas,55.2,0.6
201105,Kansas,62.6,-1.3
201106,Kansas,76.8,0.9
201107,Kansas,84.9,5.1
201108,Kansas,80.9,4
201109,Kansas,66.2,-4.4
201110,Kansas,57.5,0.7
201111,Kansas,43.7,0.3
201112,Kansas,33.1,-0.5
201201,Kansas,36.1,4.8
201202,Kansas,37.1,3.7
201203,Kansas,55.5,10
201204,Kansas,59.2,4.6
201205,Kansas,69,5.1
201206,Kansas,77.5,1.6
201207,Kansas,84.4,4.6
201208,Kansas,76.5,-0.4
201209,Kansas,68.2,-2.4
201210,Kansas,54,-2.8
201211,Kansas,46.5,3.1
201212,Kansas,34.6,1
201301,Kansas,32.3,1
201302,Kansas,33.6,0.2
201303,Kansas,40.3,-5.2
201304,Kansas,48.4,-6.2
201305,Kansas,63.3,-0.6
201306,Kansas,75.2,-0.7
201307,Kansas,77.2,-2.6
201308,Kansas,76.5,-0.4
201309,Kansas,72.1,1.5
201310,Kansas,55.2,-1.6
201311,Kansas,41.3,-2.1
201312,Kansas,29.2,-4.4
201401,Kansas,29.6,-1.7
201402,Kansas,27.8,-5.6
201403,Kansas,40.6,-4.9
201404,Kansas,54,-0.6
201405,Kansas,64.7,0.8
201406,Kansas,73.6,-2.3
201407,Kansas,75.4,-4.4
201408,Kansas,78.3,1.4
201409,Kansas,68.2,-2.4
201410,Kansas,58.9,2.1
201411,Kansas,38.5,-4.9
201412,Kansas,34.6,1
201501,Kansas,32.1,0.8
201502,Kansas,31.2,-2.2
201503,Kansas,46.8,1.3
201504,Kansas,56.4,1.8
201505,Kansas,61.7,-2.2
201506,Kansas,75.8,-0.1
201507,Kansas,78.9,-0.9
201508,Kansas,75.2,-1.7
201509,Kansas,74.2,3.6
201510,Kansas,59.2,2.4
201511,Kansas,46.5,3.1
201512,Kansas,37.6,4
201601,Kansas,32,0.7
201602,Kansas,40.8,7.4
201603,Kansas,49.7,4.2
201604,Kansas,56.3,1.7
201605,Kansas,61.6,-2.3
201606,Kansas,77.5,1.6
201607,Kansas,79.7,-0.1
201608,Kansas,76.4,-0.5
201609,Kansas,70.8,0.2
201610,Kansas,61.5,4.7
201611,Kansas,49.9,6.5
201612,Kansas,29.8,-3.8
201701,Kansas,33,1.7
201702,Kansas,43.1,9.7
201703,Kansas,48.9,3.4
201704,Kansas,55.6,1
201705,Kansas,62.2,-1.7
201706,Kansas,75.1,-0.8
201707,Kansas,80.1,0.3
201708,Kansas,73.1,-3.8
201709,Kansas,70.5,-0.1
201710,Kansas,57.6,0.8
201711,Kansas,45.2,1.8
201712,Kansas,33.6,0
201801,Kansas,29.9,-1.4
201802,Kansas,31.9,-1.5
201803,Kansas,45.9,0.4
201804,Kansas,47.6,-7
201805,Kansas,71.1,7.2
201806,Kansas,78.2,2.3
201807,Kansas,78.7,-1.1
201808,Kansas,75.7,-1.2
201809,Kansas,70.1,-0.5
201810,Kansas,53.6,-3.2
201811,Kansas,38.2,-5.2
201812,Kansas,34.3,0.7
201901,Kansas,31.3,0
201902,Kansas,27.9,-5.5
201903,Kansas,39.4,-6.1
201904,Kansas,55.4,0.8
201905,Kansas,60.5,-3.4
201906,Kansas,72.4,-3.5
201907,Kansas,78.6,-1.2
201908,Kansas,77.1,0.2
201909,Kansas,75.2,4.6
201910,Kansas,51.1,-5.7
201911,Kansas,40.2,-3.2
201912,Kansas,36.7,3.1
202001,Kansas,33.9,2.6
200001,Kentucky,33.8,0
200002,Kentucky,43.1,5.2
200003,Kentucky,50.1,3.6
200004,Kentucky,53.9,-3.4
200005,Kentucky,67,0.3
200006,Kentucky,73.1,-0.8
200007,Kentucky,74.5,-2.5
200008,Kentucky,74.8,-0.5
200009,Kentucky,67.2,-2.8
200010,Kentucky,59.6,1.3
200011,Kentucky,44.2,-1.2
200012,Kentucky,26.7,-12.7
200101,Kentucky,31.8,-2
200102,Kentucky,41.3,3.4
200103,Kentucky,41.4,-5.1
200104,Kentucky,59.9,2.6
200105,Kentucky,66.2,-0.5
200106,Kentucky,71,-2.9
200107,Kentucky,75.7,-1.3
200108,Kentucky,76.4,1.1
200109,Kentucky,66.3,-3.7
200110,Kentucky,56.1,-2.2
200111,Kentucky,51.2,5.8
200112,Kentucky,41.8,2.4
200201,Kentucky,37.9,4.1
200202,Kentucky,38.8,0.9
200203,Kentucky,45.6,-0.9
200204,Kentucky,58.6,1.3
200205,Kentucky,62.1,-4.6
200206,Kentucky,74.3,0.4
200207,Kentucky,78.3,1.3
200208,Kentucky,77.2,1.9
200209,Kentucky,71.7,1.7
200210,Kentucky,57.4,-0.9
200211,Kentucky,43.6,-1.8
200212,Kentucky,36.5,-2.9
200301,Kentucky,28.4,-5.4
200302,Kentucky,33.6,-4.3
200303,Kentucky,48.8,2.3
200304,Kentucky,57.7,0.4
200305,Kentucky,64.2,-2.5
200306,Kentucky,68.7,-5.2
200307,Kentucky,75.2,-1.8
200308,Kentucky,75.9,0.6
200309,Kentucky,66.2,-3.8
200310,Kentucky,56.7,-1.6
200311,Kentucky,50.5,5.1
200312,Kentucky,37,-2.4
200401,Kentucky,32.5,-1.3
200402,Kentucky,36.9,-1
200403,Kentucky,49.3,2.8
200404,Kentucky,55.8,-1.5
200405,Kentucky,69.2,2.5
200406,Kentucky,72.1,-1.8
200407,Kentucky,74.3,-2.7
200408,Kentucky,71.2,-4.1
200409,Kentucky,68.7,-1.3
200410,Kentucky,60,1.7
200411,Kentucky,50.5,5.1
200412,Kentucky,36.4,-3
200501,Kentucky,39,5.2
200502,Kentucky,40.9,3
200503,Kentucky,42.6,-3.9
200504,Kentucky,57,-0.3
200505,Kentucky,61.7,-5
200506,Kentucky,73.9,0
200507,Kentucky,77.4,0.4
200508,Kentucky,78,2.7
200509,Kentucky,71.5,1.5
200510,Kentucky,57.9,-0.4
200511,Kentucky,48.2,2.8
200512,Kentucky,33.3,-6.1
200601,Kentucky,43.1,9.3
200602,Kentucky,36.2,-1.7
200603,Kentucky,46.1,-0.4
200604,Kentucky,60.3,3
200605,Kentucky,62.6,-4.1
200606,Kentucky,71.4,-2.5
200607,Kentucky,76.7,-0.3
200608,Kentucky,77.4,2.1
200609,Kentucky,64.8,-5.2
200610,Kentucky,54.2,-4.1
200611,Kentucky,47.3,1.9
200612,Kentucky,41.6,2.2
200701,Kentucky,38,4.2
200702,Kentucky,29.8,-8.1
200703,Kentucky,53.3,6.8
200704,Kentucky,53.5,-3.8
200705,Kentucky,67.8,1.1
200706,Kentucky,73.7,-0.2
200707,Kentucky,74.6,-2.4
200708,Kentucky,80.9,5.6
